author,title,type,start,end,kind,words
"Dickens, Charles",Great Expectations,sentence,402,466,NA,In this cosey state of mind we came to the verdict Wilful Murder
"Dickens, Charles",Great Expectations,sentence,468,587,NA,Then and not sooner I became aware of a strange gentleman leaning over the back of the settle opposite me looking on
"Dickens, Charles",Great Expectations,sentence,589,712,NA,There was an expression of contempt on his face and he bit the side of a great forefinger as he watched the group of faces
"Dickens, Charles",Great Expectations,sentence,714,849,NA,Well said the stranger to Mr Wopsle when the reading was done you have settled it all to your own satisfaction I have no doubt
"Dickens, Charles",Great Expectations,sentence,851,910,NA,Everybody started and looked up as if it were the murderer
"Dickens, Charles",Great Expectations,sentence,912,959,NA,He looked at everybody coldly and sarcastically
"Dickens, Charles",Great Expectations,sentence,961,1003,NA,Guilty of course said he Out with it
"Dickens, Charles",Great Expectations,sentence,1005,1105,NA,Come Sir returned Mr Wopsle without having the honour of your acquaintance I do say Guilty
"Dickens, Charles",Great Expectations,sentence,1107,1170,NA,Upon this we all took courage to unite in a confirmatory murmur
"Dickens, Charles",Great Expectations,sentence,1172,1225,NA,I know you do said the stranger I knew you would
"Dickens, Charles",Great Expectations,sentence,1227,1240,NA,I told you so
"Dickens, Charles",Great Expectations,sentence,1242,1273,NA,But now Ill ask you a question
"Dickens, Charles",Great Expectations,sentence,1275,1406,NA,Do you know or do you not know that the law of England supposes every man to be innocent until he is provedprovedto be guilty
"Dickens, Charles",Great Expectations,sentence,1408,1527,NA,Sir Mr Wopsle began to reply as an Englishman myself I Come said the stranger biting his forefinger at him
"Dickens, Charles",Great Expectations,sentence,1529,1554,NA,Dont evade the question
"Dickens, Charles",Great Expectations,sentence,1556,1596,NA,Either you know it or you dont know it
"Dickens, Charles",Great Expectations,sentence,1598,1616,NA,Which is it to be
"Dickens, Charles",Great Expectations,sentence,1618,1807,NA,He stood with his head on one side and himself on one side in a bullying interrogative manner and he threw his forefinger at Mr Wopsleas it were to mark him outbefore biting it again
"Dickens, Charles",Great Expectations,sentence,1809,1863,NA,Now said he Do you know it or dont you know it
"Dickens, Charles",Great Expectations,sentence,1865,1906,NA,Certainly I know it replied Mr Wopsle
"Dickens, Charles",Great Expectations,sentence,1908,1930,NA,Certainly you know it
"Dickens, Charles",Great Expectations,sentence,1932,1967,NA,Then why didnt you say so at first
"Dickens, Charles",Great Expectations,sentence,1969,2141,NA,Now Ill ask you another questiontaking possession of Mr Wopsle as if he had a right to him do  you know that none of these witnesses have yet been crossexamined
"Dickens, Charles",Great Expectations,sentence,2143,2216,NA,Mr Wopsle was beginning I can only say when the stranger stopped him
"Dickens, Charles",Great Expectations,sentence,2218,2223,NA,What
"Dickens, Charles",Great Expectations,sentence,2225,2265,NA,You wont answer the question yes or no
"Dickens, Charles",Great Expectations,sentence,2267,2291,NA,Now Ill try you again
"Dickens, Charles",Great Expectations,sentence,2293,2325,NA,Throwing his finger at him again
"Dickens, Charles",Great Expectations,sentence,2327,2340,NA,Attend to me
"Dickens, Charles",Great Expectations,sentence,2342,2436,NA,Are you aware or are you not aware that none of these witnesses have yet been crossexamined
"Dickens, Charles",Great Expectations,sentence,2438,2473,NA,Come I only want one word from you
"Dickens, Charles",Great Expectations,sentence,2475,2486,NA,Yes or no
"Dickens, Charles",Great Expectations,sentence,2488,2567,NA,Mr Wopsle hesitated and we all began to conceive rather a poor opinion of him
"Dickens, Charles",Great Expectations,sentence,2569,2610,NA,Come said the stranger Ill help you
"Dickens, Charles",Great Expectations,sentence,2612,2653,NA,You dont deserve help but Ill help you
"Dickens, Charles",Great Expectations,sentence,2655,2695,NA,Look at that paper you hold in your hand
"Dickens, Charles",Great Expectations,sentence,2697,2708,NA,What is it
"Dickens, Charles",Great Expectations,sentence,2710,2722,NA,What is it
"Dickens, Charles",Great Expectations,sentence,2724,2770,NA,repeated Mr Wopsle eyeing it much at a loss
"Dickens, Charles",Great Expectations,sentence,2772,2898,NA,Is it pursued the stranger in his most sarcastic and suspicious manner the printed paper you have just been reading from
"Dickens, Charles",Great Expectations,sentence,2900,2913,NA,Undoubtedly
"Dickens, Charles",Great Expectations,sentence,2915,2927,NA,Undoubtedly
"Dickens, Charles",Great Expectations,sentence,2929,3145,NA,Now turn to that paper and tell me whether it distinctly states that the prisoner expressly said that his legal advisers instructed him altogether to reserve his defence I read that just now Mr Wopsle pleaded
"Dickens, Charles",Great Expectations,sentence,3147,3226,NA,Never mind what you read just now sir I dont ask you what you read just now
"Dickens, Charles",Great Expectations,sentence,3228,3323,NA,You may read the Lords Prayer backwards if you likeand perhaps have done it before today
"Dickens, Charles",Great Expectations,sentence,3325,3342,NA,Turn to the paper
"Dickens, Charles",Great Expectations,sentence,3344,3452,NA,No no no my friend not to the top of the column you know better than that to the bottom to the bottom
"Dickens, Charles",Great Expectations,sentence,3454,3507,NA,We all began to think Mr Wopsle full of subterfuge
"Dickens, Charles",Great Expectations,sentence,3509,3514,NA,Well
"Dickens, Charles",Great Expectations,sentence,3516,3534,NA,Have you found it
"Dickens, Charles",Great Expectations,sentence,3536,3565,NA,Here it is said Mr Wopsle
"Dickens, Charles",Great Expectations,sentence,3567,3756,NA,Now follow that passage with your eye and tell me whether it distinctly states that the prisoner expressly said that he was instructed by his legal advisers wholly to reserve his defence
"Dickens, Charles",Great Expectations,sentence,3758,3787,NA,Come Do you make that of it
"Dickens, Charles",Great Expectations,sentence,3789,3841,NA,Mr Wopsle answered Those are not the exact words
"Dickens, Charles",Great Expectations,sentence,3843,3897,NA,Not the exact words repeated the gentleman bitterly
"Dickens, Charles",Great Expectations,sentence,3899,3928,NA,Is that the exact substance
"Dickens, Charles",Great Expectations,sentence,3930,3952,NA,Yes said Mr Wopsle
"Dickens, Charles",Great Expectations,sentence,3954,4081,NA,Yes repeated the stranger looking round at the rest of the company with his right hand extended towards the witness Wopsle
"Dickens, Charles",Great Expectations,sentence,4083,4276,NA,And now I ask you what you say to the conscience of that man who with that passage before his eyes can lay his head upon his pillow after having pronounced a fellowcreature guilty unheard
"Dickens, Charles",Great Expectations,sentence,4278,4395,NA,We all began to suspect that Mr Wopsle was not the man we had thought him and that he was beginning to be found out
"Dickens, Charles",Great Expectations,sentence,4397,5039,NA,And that same man remember pursued the gentleman throwing his finger at Mr Wopsle heavilythat same man might be summoned as a juryman upon this very trial and having thus deeply committed himself might return to the bosom of his family and lay his head upon his pillow after deliberately swearing that he would well and truly try the issue joined between Our Sovereign Lord the King and the prisoner at the bar and would a true verdict give according to the evidence so help him God We were all deeply persuaded that the unfortunate Wopsle had gone too far and had better stop in his reckless career while there was yet time
"Dickens, Charles",Great Expectations,sentence,5041,5460,NA,The strange gentleman with an air of authority not to be disputed and with a manner expressive of knowing something secret about every one of us that would effectually do for each individual if he chose to disclose it left the back of the settle and came into the space between the two settles in front of the fire where he remained standing his left hand in his pocket and he biting the forefinger of his right
"Dickens, Charles",Great Expectations,sentence,5462,5645,NA,From information I have received said he looking round at us as we all quailed before him I have reason to believe there is a blacksmith among you by name Josephor JoeGargery
"Dickens, Charles",Great Expectations,sentence,5647,5693,NA,Which is the man Here is the man said Joe
"Dickens, Charles",Great Expectations,sentence,5695,5760,NA,The strange gentleman beckoned him out of his place and Joe went
"Dickens, Charles",Great Expectations,sentence,5762,5832,NA,You have an apprentice pursued the stranger commonly known as Pip
"Dickens, Charles",Great Expectations,sentence,5834,5845,NA,Is he here
"Dickens, Charles",Great Expectations,sentence,5847,5858,NA,I am here
"Dickens, Charles",Great Expectations,sentence,5860,5867,NA,I cried
"Dickens, Charles",Great Expectations,sentence,5869,6018,NA,The stranger did not recognise me but I recognised him as the gentleman I had met on the stairs on the occasion of my second visit to Miss Havisham
"Dickens, Charles",Great Expectations,sentence,6020,6382,NA,I had known him the moment I saw him looking over the settle and now that I stood confronting him with his hand upon my shoulder I checked off again in detail his large head his dark complexion his deepset eyes his bushy black eyebrows his large watchchain his strong black dots of beard and whisker and even the smell of scented soap on his great hand
"Dickens, Charles",Great Expectations,sentence,6384,6483,NA,I wish to have a private conference with you two said he when he had surveyed me at his leisure
"Dickens, Charles",Great Expectations,sentence,6485,6512,NA,It will take a little time
"Dickens, Charles",Great Expectations,sentence,6514,6565,NA,Perhaps we had better go to your place of residence
"Dickens, Charles",Great Expectations,sentence,6567,6733,NA,I prefer not to anticipate my communication here you will impart as much or as little of it as you please to your friends afterwards I have nothing to do with that
"Dickens, Charles",Great Expectations,sentence,6735,6844,NA,Amidst a wondering silence we three walked out of the Jolly Bargemen and in a wondering silence walked home
"Dickens, Charles",Great Expectations,sentence,6846,6957,NA,While going along the strange gentleman occasionally looked at me and occasionally bit the side of his finger
"Dickens, Charles",Great Expectations,sentence,6959,7091,NA,As we neared home Joe vaguely acknowledging the occasion as an impressive and ceremonious one went on ahead to open the front door
"Dickens, Charles",Great Expectations,sentence,7093,7177,NA,Our conference was held in the state parlour which was feebly lighted by one candle
"Dickens, Charles",Great Expectations,sentence,7179,7319,NA,It began with the strange gentlemans sitting down at the table drawing the candle to him and looking over some entries in his pocketbook
"Dickens, Charles",Great Expectations,sentence,7321,7471,NA,He then put up the pocketbook and set the candle a little aside after peering round it into the darkness at Joe and me to ascertain which was which
"Dickens, Charles",Great Expectations,sentence,7473,7533,NA,My name he said is Jaggers and I am a lawyer in London
"Dickens, Charles",Great Expectations,sentence,7535,7557,NA,I am pretty well known
"Dickens, Charles",Great Expectations,sentence,7559,7666,NA,I have unusual business to transact with you and I commence by explaining that it is not of my originating
"Dickens, Charles",Great Expectations,sentence,7668,7724,NA,If my advice had been asked I should not have been here
"Dickens, Charles",Great Expectations,sentence,7726,7763,NA,It was not asked and you see me here
"Dickens, Charles",Great Expectations,sentence,7765,7825,NA,What I have to do as the confidential agent of another I do
"Dickens, Charles",Great Expectations,sentence,7827,7844,NA,No less no more
"Dickens, Charles",Great Expectations,sentence,7846,8055,NA,Finding that he could not see us very well from where he sat he got up and threw one leg over the back of a chair and leaned upon it thus having one foot on the seat of the chair and one foot on the ground
"Dickens, Charles",Great Expectations,sentence,8057,8158,NA,Now Joseph Gargery I am the bearer of an offer to relieve you of this young fellow your apprentice
"Dickens, Charles",Great Expectations,sentence,8160,8237,NA,You would not object to cancel his indentures at his request and for his good
"Dickens, Charles",Great Expectations,sentence,8239,8367,NA,You would want nothing for so doing Lord forbid that I should want anything for not standing in Pips way said Joe staring
"Dickens, Charles",Great Expectations,sentence,8369,8441,NA,Lord forbidding is pious but not to the purpose returned Mr Jaggers
"Dickens, Charles",Great Expectations,sentence,8443,8484,NA,The question is Would you want anything
"Dickens, Charles",Great Expectations,sentence,8486,8507,NA,Do you want anything
"Dickens, Charles",Great Expectations,sentence,8509,8553,NA,The answer is returned Joe sternly No
"Dickens, Charles",Great Expectations,sentence,8555,8649,NA,I thought Mr Jaggers glanced at Joe as if he considered him a fool for his disinterestedness
"Dickens, Charles",Great Expectations,sentence,8651,8740,NA,But I was too much bewildered between breathless curiosity and surprise to be sure of it
"Dickens, Charles",Great Expectations,sentence,8742,8771,NA,Very well said Mr Jaggers
"Dickens, Charles",Great Expectations,sentence,8773,8851,NA,Recollect the admission you have made and dont try to go from it presently
"Dickens, Charles",Great Expectations,sentence,8853,8889,NA,Whos agoing to try retorted Joe
"Dickens, Charles",Great Expectations,sentence,8891,8914,NA,I dont say anybody is
"Dickens, Charles",Great Expectations,sentence,8916,9029,NA,Do you keep a dog Yes I do keep a dog Bear in mind then that Brag is a good dog but Holdfast is a better
"Dickens, Charles",Great Expectations,sentence,9031,9059,NA,Bear that in mind will you
"Dickens, Charles",Great Expectations,sentence,9061,9167,NA,repeated Mr Jaggers shutting his eyes and nodding his head at Joe as if he were forgiving him something
"Dickens, Charles",Great Expectations,sentence,9169,9204,NA,Now I return to this young fellow
"Dickens, Charles",Great Expectations,sentence,9206,9282,NA,And the communication I have got to make is that he has great expectations
"Dickens, Charles",Great Expectations,sentence,9284,9327,NA,Joe and I gasped and looked at one another
"Dickens, Charles",Great Expectations,sentence,9329,9467,NA,I am instructed to communicate to him said Mr Jaggers throwing his finger at me sideways that he will come into a handsome property
"Dickens, Charles",Great Expectations,sentence,9469,9712,NA,Further that it is the desire of the present possessor of that property that he be immediately removed from his present sphere of life and from this place and be brought up as a gentlemanin a word as a young fellow of great expectations
"Dickens, Charles",Great Expectations,sentence,9714,9837,NA,My dream was out my wild fancy was surpassed by sober reality Miss Havisham was going to make my fortune on a grand scale
"Dickens, Charles",Great Expectations,sentence,9839,9924,NA,Now Mr Pip pursued the lawyer I address the rest of what I have to say to you
"Dickens, Charles",Great Expectations,sentence,9926,10001,NA,You are to understand first that it is the request of the person from whom
"Dickens, Charles",Great Expectations,entity,1468,1470,person,I
"Dickens, Charles",Great Expectations,entity,3555,3564,person,Mr Wopsle
"Dickens, Charles",Great Expectations,entity,3942,3951,person,Mr Wopsle
"Dickens, Charles",Great Expectations,entity,5624,5644,person,Josephor JoeGargery
"Dickens, Charles",Great Expectations,entity,5690,5692,person,Joe
"Dickens, Charles",Great Expectations,entity,5752,5754,person,Joe
"Dickens, Charles",Great Expectations,entity,6978,6980,person,Joe
"Dickens, Charles",Great Expectations,entity,8063,8076,person,Joseph Gargery
"Dickens, Charles",Great Expectations,entity,8278,8281,person,Lord
"Dickens, Charles",Great Expectations,entity,8355,8357,person,Joe
"Dickens, Charles",Great Expectations,entity,8535,8537,person,Joe
"Dickens, Charles",Great Expectations,entity,8588,8590,person,Joe
"Dickens, Charles",Great Expectations,entity,8760,8770,person,Mr Jaggers
"Dickens, Charles",Great Expectations,entity,8886,8888,person,Joe
"Dickens, Charles",Great Expectations,entity,9284,9286,person,Joe
"Dickens, Charles",Great Expectations,entity,9375,9385,person,Mr Jaggers
"Dickens, Charles",Great Expectations,entity,274,279,location,Athens
"Dickens, Charles",Great Expectations,entity,1324,1330,location,England
"Dickens, Charles",Great Expectations,entity,7527,7532,location,London
"Dickens, Charles",Great Expectations,sentence,1,62,NA,m I take my instructions that you always bear the name of Pip
"Dickens, Charles",Great Expectations,sentence,64,172,NA,You will have no objection I dare say to your great expectations being encumbered with that easy condition
"Dickens, Charles",Great Expectations,sentence,174,236,NA,But if you have any objection this is the time to mention it
"Dickens, Charles",Great Expectations,sentence,238,357,NA,My heart was beating so fast and there was such a singing in my ears that I could scarcely stammer I had no objection
"Dickens, Charles",Great Expectations,sentence,359,378,NA,I should think not
"Dickens, Charles",Great Expectations,sentence,380,549,NA,Now you are to understand secondly Mr Pip that the name of the person who is your liberal benefactor remains a profound secret until the person chooses to reveal it
"Dickens, Charles",Great Expectations,sentence,551,671,NA,I am empowered to mention that it is the intention of the person to reveal it at first hand by word of mouth to yourself
"Dickens, Charles",Great Expectations,sentence,673,750,NA,When or where that intention may be carried out I cannot say no one can say
"Dickens, Charles",Great Expectations,sentence,752,773,NA,It may be years hence
"Dickens, Charles",Great Expectations,sentence,775,1034,NA,Now you are distinctly to understand that you are most positively prohibited from making any inquiry on this head or any allusion or reference however distant to any individual whomsoever as  the  individual in all the communications you may have with me
"Dickens, Charles",Great Expectations,sentence,1036,1118,NA,If you have a suspicion in your own breast keep that suspicion in your own breast
"Dickens, Charles",Great Expectations,sentence,1120,1268,NA,It is not the least to the purpose what the reasons of this prohibition are they may be the strongest and gravest reasons or they may be mere whim
"Dickens, Charles",Great Expectations,sentence,1270,1305,NA,This is not for you to inquire into
"Dickens, Charles",Great Expectations,sentence,1307,1333,NA,The condition is laid down
"Dickens, Charles",Great Expectations,sentence,1335,1543,NA,Your acceptance of it and your observance of it as binding is the only remaining condition that I am charged with by the person from whom I take my instructions and for whom I am not otherwise responsible
"Dickens, Charles",Great Expectations,sentence,1545,1665,NA,That person is the person from whom you derive your expectations and the secret is solely held by that person and by me
"Dickens, Charles",Great Expectations,sentence,1667,1819,NA,Again not a very difficult condition with which to encumber such a rise in fortune but if you have any objection to it this is the time to mention it
"Dickens, Charles",Great Expectations,sentence,1821,1831,NA,Speak out
"Dickens, Charles",Great Expectations,sentence,1833,1895,NA,Once more I stammered with difficulty that I had no objection
"Dickens, Charles",Great Expectations,sentence,1897,1916,NA,I should think not
"Dickens, Charles",Great Expectations,sentence,1918,1962,NA,Now Mr Pip I have done with stipulations
"Dickens, Charles",Great Expectations,sentence,1964,2289,NA,Though he called me Mr Pip and began rather to make up to me he still could not get rid of a certain air of bullying suspicion and even now he occasionally shut his eyes and threw his finger at me while he spoke as much as to express that he knew all kinds of things to my disparagement if he only chose to mention them
"Dickens, Charles",Great Expectations,sentence,2291,2336,NA,We come next to mere details of arrangement
"Dickens, Charles",Great Expectations,sentence,2338,2461,NA,You must know that although I have used the term expectations more than once you are not endowed with expectations only
"Dickens, Charles",Great Expectations,sentence,2463,2574,NA,There is already lodged in my hands a sum of money amply sufficient for your suitable education and maintenance
"Dickens, Charles",Great Expectations,sentence,2576,2617,NA,You will please consider me your guardian
"Dickens, Charles",Great Expectations,sentence,2619,2728,NA,Oh for I was going to thank him I tell you at once I am paid for my services or I shouldnt render them
"Dickens, Charles",Great Expectations,sentence,2730,2920,NA,It is considered that you must be better educated in accordance with your altered position and that you will be alive to the importance and necessity of at once entering on that advantage
"Dickens, Charles",Great Expectations,sentence,2922,2955,NA,I said I had always longed for it
"Dickens, Charles",Great Expectations,sentence,2957,3044,NA,Never mind what you have always longed for Mr Pip he retorted keep to the record
"Dickens, Charles",Great Expectations,sentence,3046,3083,NA,If you long for it now thats enough
"Dickens, Charles",Great Expectations,sentence,3085,3162,NA,Am I answered that you are ready to be placed at once under some proper tutor
"Dickens, Charles",Great Expectations,sentence,3164,3175,NA,Is that it
"Dickens, Charles",Great Expectations,sentence,3177,3205,NA,I stammered yes that was it
"Dickens, Charles",Great Expectations,sentence,3207,3212,NA,Good
"Dickens, Charles",Great Expectations,sentence,3214,3256,NA,Now your inclinations are to be consulted
"Dickens, Charles",Great Expectations,sentence,3258,3306,NA,I dont think that wise mind but its my trust
"Dickens, Charles",Great Expectations,sentence,3308,3374,NA,Have you ever heard of any tutor whom you would prefer to another
"Dickens, Charles",Great Expectations,sentence,3376,3475,NA,I had never heard of any tutor but Biddy and Mr Wopsles greataunt so I replied in the negative
"Dickens, Charles",Great Expectations,sentence,3477,3588,NA,There is a certain tutor of whom I have some knowledge who I think might suit the purpose said Mr Jaggers
"Dickens, Charles",Great Expectations,sentence,3590,3656,NA,I dont recommend him observe because I never recommend anybody
"Dickens, Charles",Great Expectations,sentence,3658,3709,NA,The gentleman I speak of is one Mr Matthew Pocket
"Dickens, Charles",Great Expectations,sentence,3711,3713,NA,Ah
"Dickens, Charles",Great Expectations,sentence,3715,3744,NA,I caught at the name directly
"Dickens, Charles",Great Expectations,sentence,3746,3770,NA,Miss Havishams relation
"Dickens, Charles",Great Expectations,sentence,3772,3823,NA,The Matthew whom Mr and Mrs Camilla had spoken of
"Dickens, Charles",Great Expectations,sentence,3825,3944,NA,The Matthew whose place was to be at Miss Havishams head when she lay dead in her brides dress on the brides table
"Dickens, Charles",Great Expectations,sentence,3946,4068,NA,You know the name said Mr Jaggers looking shrewdly at me and then shutting up his eyes while he waited for my answer
"Dickens, Charles",Great Expectations,sentence,4070,4113,NA,My answer was that I had heard of the name
"Dickens, Charles",Great Expectations,sentence,4115,4157,NA,Oh said he You have heard of the name
"Dickens, Charles",Great Expectations,sentence,4159,4202,NA,But the question is what do you say of it
"Dickens, Charles",Great Expectations,sentence,4204,4357,NA,I said or tried to say that I was much obliged to him for his recommendation No my young friend he interrupted shaking his great head very slowly
"Dickens, Charles",Great Expectations,sentence,4359,4379,NA,Recollect yourself
"Dickens, Charles",Great Expectations,sentence,4381,4656,NA,Not recollecting myself I began again that I was much obliged to him for his recommendation No my young friend he interrupted shaking his head and frowning and smiling both at onceno no no its very well done but it wont do you are too young to fix me with it
"Dickens, Charles",Great Expectations,sentence,4658,4697,NA,Recommendation is not the word Mr Pip
"Dickens, Charles",Great Expectations,sentence,4699,4711,NA,Try another
"Dickens, Charles",Great Expectations,sentence,4713,4832,NA,Correcting myself I said that I was much obliged to him for his mention of Mr Matthew Pocket  That s more like it
"Dickens, Charles",Great Expectations,sentence,4834,4855,NA,cried Mr JaggersAnd
"Dickens, Charles",Great Expectations,sentence,4857,4901,NA,I added I would gladly try that gentleman
"Dickens, Charles",Great Expectations,sentence,4903,4908,NA,Good
"Dickens, Charles",Great Expectations,sentence,4910,4949,NA,You had better try him in his own house
"Dickens, Charles",Great Expectations,sentence,4951,5033,NA,The way shall be prepared for you and you can see his son first who is in London
"Dickens, Charles",Great Expectations,sentence,5035,5064,NA,When will you come to London
"Dickens, Charles",Great Expectations,sentence,5066,5163,NA,I said glancing at Joe who stood looking on motionless that I supposed I could come directly
"Dickens, Charles",Great Expectations,sentence,5165,5276,NA,First said Mr Jaggers you should have some new clothes to come in and they should not be workingclothes
"Dickens, Charles",Great Expectations,sentence,5278,5295,NA,Say this day week
"Dickens, Charles",Great Expectations,sentence,5297,5319,NA,Youll want some money
"Dickens, Charles",Great Expectations,sentence,5321,5354,NA,Shall I leave you twenty guineas
"Dickens, Charles",Great Expectations,sentence,5356,5470,NA,He produced a long purse with the greatest coolness and counted them out on the table and pushed them over to me
"Dickens, Charles",Great Expectations,sentence,5472,5531,NA,This was the first time he had taken his leg from the chair
"Dickens, Charles",Great Expectations,sentence,5533,5637,NA,He sat astride of the chair when he had pushed the money over and sat swinging his purse and eyeing Joe
"Dickens, Charles",Great Expectations,sentence,5639,5660,NA,Well Joseph Gargery
"Dickens, Charles",Great Expectations,sentence,5662,5731,NA,You look dumbfoundered I  am  said Joe in a very decided manner
"Dickens, Charles",Great Expectations,sentence,5733,5799,NA,It was understood that you wanted nothing for yourself remember
"Dickens, Charles",Great Expectations,sentence,5801,5855,NA,It were understood said Joe And it are understood
"Dickens, Charles",Great Expectations,sentence,5857,5895,NA,And it ever will be similar according
"Dickens, Charles",Great Expectations,sentence,5897,6021,NA,But what said Mr Jaggers swinging his pursewhat if it was in my instructions to make you a present as compensation
"Dickens, Charles",Great Expectations,sentence,6023,6049,NA,As compensation what for
"Dickens, Charles",Great Expectations,sentence,6051,6063,NA,Joe demanded
"Dickens, Charles",Great Expectations,sentence,6065,6095,NA,For the loss of his services
"Dickens, Charles",Great Expectations,sentence,6097,6157,NA,Joe laid his hand upon my shoulder with the touch of a woman
"Dickens, Charles",Great Expectations,sentence,6159,6301,NA,I have often thought him since like the steamhammer that can crush a man or pat an eggshell in his combination of strength with gentleness
"Dickens, Charles",Great Expectations,sentence,6303,6421,NA,Pip is that hearty welcome said Joe to go free with his services to honour and fortun as no words can tell him
"Dickens, Charles",Great Expectations,sentence,6423,6759,NA,But if you think as Money can make compensation to me for the loss of the little childwhat come to the forgeand ever the best of friends O dear good Joe whom I was so ready to leave and so unthankful to I see you again with your muscular blacksmiths arm before your eyes and your broad chest heaving and your voice dying away
"Dickens, Charles",Great Expectations,sentence,6761,6914,NA,O dear good faithful tender Joe I feel the loving tremble of your hand upon my arm as solemnly this day as if it had been the rustle of an angels wing
"Dickens, Charles",Great Expectations,sentence,6916,6948,NA,But I encouraged Joe at the time
"Dickens, Charles",Great Expectations,sentence,6950,7055,NA,I was lost in the mazes of my future fortunes and could not retrace the bypaths we had trodden together
"Dickens, Charles",Great Expectations,sentence,7057,7177,NA,I begged Joe to be comforted for as he said we had ever been the best of friends and as I said we ever would be so
"Dickens, Charles",Great Expectations,sentence,7179,7291,NA,Joe scooped his eyes with his disengaged wrist as if he were bent on gouging himself but said not another word
"Dickens, Charles",Great Expectations,sentence,7293,7396,NA,Mr Jaggers had looked on at this as one who recognised in Joe the village idiot and in me his keeper
"Dickens, Charles",Great Expectations,sentence,7398,7538,NA,When it was over he said weighing in his hand the purse he had ceased to swing Now Joseph Gargery I warn you this is your last chance
"Dickens, Charles",Great Expectations,sentence,7540,7564,NA,No half measures with me
"Dickens, Charles",Great Expectations,sentence,7566,7666,NA,If you mean to take a present that I have it in charge to make you speak out and you shall have it
"Dickens, Charles",Great Expectations,sentence,7668,7839,NA,If on the contrary you mean to say Here to his great amazement he was stopped by Joes suddenly working round him with every demonstration of a fell pugilistic purpose
"Dickens, Charles",Great Expectations,sentence,7841,7945,NA,Which I meantersay cried Joe that if you come into my place bullbaiting and badgering me come out
"Dickens, Charles",Great Expectations,sentence,7947,7998,NA,Which I meantersay as sech if youre a man come on
"Dickens, Charles",Great Expectations,sentence,8000,8070,NA,Which I meantersay that what I say I meantersay and stand or fall by
"Dickens, Charles",Great Expectations,sentence,8072,8322,NA,I drew Joe away and he immediately became placable merely stating to me in an obliging manner and as a polite expostulatory notice to any one whom it might happen to concern that he were not agoing to be bullbaited and badgered in his own place
"Dickens, Charles",Great Expectations,sentence,8324,8397,NA,Mr Jaggers had risen when Joe demonstrated and had backed near the door
"Dickens, Charles",Great Expectations,sentence,8399,8492,NA,Without evincing any inclination to come in again he there delivered his valedictory remarks
"Dickens, Charles",Great Expectations,sentence,8494,8509,NA,They were these
"Dickens, Charles",Great Expectations,sentence,8511,8600,NA,Well Mr Pip I think the sooner you leave hereas you are to be a gentlemanthe better
"Dickens, Charles",Great Expectations,sentence,8602,8690,NA,Let it stand for this day week and you shall receive my printed address in the meantime
"Dickens, Charles",Great Expectations,sentence,8692,8781,NA,You can take a hackneycoach at the stagecoach office in London and come straight to me
"Dickens, Charles",Great Expectations,sentence,8783,8864,NA,Understand that I express no opinion one way or other on the trust I undertake
"Dickens, Charles",Great Expectations,sentence,8866,8907,NA,I am paid for undertaking it and I do so
"Dickens, Charles",Great Expectations,sentence,8909,8938,NA,Now understand that finally
"Dickens, Charles",Great Expectations,sentence,8940,8956,NA,Understand that
"Dickens, Charles",Great Expectations,sentence,8958,9089,NA,He was throwing his finger at both of us and I think would have gone on but for his seeming to think Joe dangerous and going off
"Dickens, Charles",Great Expectations,sentence,9091,9232,NA,Something came into my head which induced me to run after him as he was going down to the Jolly Bargemen where he had left a hired carriage
"Dickens, Charles",Great Expectations,sentence,9234,9266,NA,I beg your pardon Mr Jaggers
"Dickens, Charles",Great Expectations,sentence,9268,9320,NA,Halloa said he facing round whats the matter
"Dickens, Charles",Great Expectations,sentence,9322,9423,NA,I wish to be quite right Mr Jaggers and to keep to your directions so I thought I had better ask
"Dickens, Charles",Great Expectations,sentence,9425,9575,NA,Would there be any objection to my taking leave of any one I know about here before I go away No said he looking as if he hardly understood me
"Dickens, Charles",Great Expectations,sentence,9577,9655,NA,I dont mean in the village only but up town No said he No objection
"Dickens, Charles",Great Expectations,sentence,9657,9880,NA,I thanked him and ran home again and there I found that Joe had already locked the front door and vacated the state parlour and was seated by the kitchen fire with a hand on each knee gazing intently at the burning coals
"Dickens, Charles",Great Expectations,sentence,9882,9973,NA,I too sat down before the fire and gazed at the coals and nothing was said for a long time
"Dickens, Charles",Great Expectations,sentence,9975,10001,NA,My sister was in her cushio
"Dickens, Charles",Great Expectations,entity,3577,3587,person,Mr Jaggers
"Dickens, Charles",Great Expectations,entity,3751,3758,person,Havisham
"Dickens, Charles",Great Expectations,entity,3972,3982,person,Mr Jaggers
"Dickens, Charles",Great Expectations,entity,4690,4696,person,Mr Pip
"Dickens, Charles",Great Expectations,entity,5086,5088,person,Joe
"Dickens, Charles",Great Expectations,entity,5179,5189,person,Mr Jaggers
"Dickens, Charles",Great Expectations,entity,5634,5636,person,Joe
"Dickens, Charles",Great Expectations,entity,5646,5659,person,Joseph Gargery
"Dickens, Charles",Great Expectations,entity,5702,5704,person,Joe
"Dickens, Charles",Great Expectations,entity,5828,5830,person,Joe
"Dickens, Charles",Great Expectations,entity,5914,5924,person,Mr Jaggers
"Dickens, Charles",Great Expectations,entity,6051,6053,person,Joe
"Dickens, Charles",Great Expectations,entity,6097,6099,person,Joe
"Dickens, Charles",Great Expectations,entity,6338,6340,person,Joe
