author,title,sentence,sentence_nr,words,kind
"Dickens, Charles",A Tale of Two Cities,If there had been any eyes to notice the influence of her look on Sydney Carton it would have been seen to be the same influence exactly,5593,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,If there had been any eyes to notice the influence of her look on Sydney Carton it would have been seen to be the same influence exactly,5593,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,If there had been any eyes to notice the influence of her look on Sydney Carton it would have been seen to be the same influence exactly,5593,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,The same determined patriots and good republicans as yesterday and the day before and tomorrow and the day after,5597,Tom,person
"Dickens, Charles",A Tale of Two Cities,A lifethirsting canniballooking bloodyminded juryman the Jacques Three of St Antoine,5599,Jacques,person
"Dickens, Charles",A Tale of Two Cities,A lifethirsting canniballooking bloodyminded juryman the Jacques Three of St Antoine,5599,Jacques Three,person
"Dickens, Charles",A Tale of Two Cities,Charles Evrémonde called Darnay,5605,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,Charles Evrémonde called Darnay,5605,Charles,person
"Dickens, Charles",A Tale of Two Cities,Charles Evrémonde called Darnay,5605,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,Charles Evrémonde called Darnay in right of such proscription absolutely Dead in Law,5610,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,Charles Evrémonde called Darnay in right of such proscription absolutely Dead in Law,5610,Charles,person
"Dickens, Charles",A Tale of Two Cities,Charles Evrémonde called Darnay in right of such proscription absolutely Dead in Law,5610,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,Ernest Defarge winevendor of St Antoine,5615,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Ernest Defarge winevendor of St Antoine,5615,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Thérèse Defarge his wife,5617,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Alexandre Manette physician,5619,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,A great uproar took place in the court and in the midst of it Doctor Manette was seen pale and trembling standing where he had been seated,5620,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,A great uproar took place in the court and in the midst of it Doctor Manette was seen pale and trembling standing where he had been seated,5620,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,Who and where is the false conspirator who says that I denounce the husband of my child Citizen Manette be tranquil,5624,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,Doctor Manette sat down with his eyes looking around and his lips trembling his daughter drew closer to him,5633,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,Doctor Manette sat down with his eyes looking around and his lips trembling his daughter drew closer to him,5633,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,Defarge was produced when the court was quiet enough to admit of his being heard and rapidly expounded the story of the imprisonment and of his having been a mere boy in the Doctors service and of the release and of the state of the prisoner when released and delivered to him,5635,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,I knew said Defarge looking down at his wife who stood at the bottom of the steps on which he was raised looking steadily up at him I knew that this prisoner of whom I speak had been confined in a cell known as One Hundred and Five North Tower,5645,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,I knew said Defarge looking down at his wife who stood at the bottom of the steps on which he was raised looking steadily up at him I knew that this prisoner of whom I speak had been confined in a cell known as One Hundred and Five North Tower,5645,North Tower,location
"Dickens, Charles",A Tale of Two Cities,I knew said Defarge looking down at his wife who stood at the bottom of the steps on which he was raised looking steadily up at him I knew that this prisoner of whom I speak had been confined in a cell known as One Hundred and Five North Tower,5645,Tom,person
"Dickens, Charles",A Tale of Two Cities,He knew himself by no other name than One Hundred and Five North Tower when he made shoes under my care,5647,North Tower,location
"Dickens, Charles",A Tale of Two Cities,I have made it my business to examine some specimens of the writing of Doctor Manette,5654,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,I have made it my business to examine some specimens of the writing of Doctor Manette,5654,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,This is the writing of Doctor Manette,5655,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,This is the writing of Doctor Manette,5655,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,I confide this paper in the writing of Doctor Manette to the hands of the President,5656,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,I confide this paper in the writing of Doctor Manette to the hands of the President,5656,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,In a dead silence and stillnessthe prisoner under trial looking lovingly at his wife his wife only looking from him to look with solicitude at her father Doctor Manette keeping his eyes fixed on the reader Madame Defarge never taking hers from the prisoner Defarge never taking his from his feasting wife and all the other eyes there intent upon the Doctor who saw none of themthe paper was read as follows,5658,Adam,person
"Dickens, Charles",A Tale of Two Cities,In a dead silence and stillnessthe prisoner under trial looking lovingly at his wife his wife only looking from him to look with solicitude at her father Doctor Manette keeping his eyes fixed on the reader Madame Defarge never taking hers from the prisoner Defarge never taking his from his feasting wife and all the other eyes there intent upon the Doctor who saw none of themthe paper was read as follows,5658,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,In a dead silence and stillnessthe prisoner under trial looking lovingly at his wife his wife only looking from him to look with solicitude at her father Doctor Manette keeping his eyes fixed on the reader Madame Defarge never taking hers from the prisoner Defarge never taking his from his feasting wife and all the other eyes there intent upon the Doctor who saw none of themthe paper was read as follows,5658,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,In a dead silence and stillnessthe prisoner under trial looking lovingly at his wife his wife only looking from him to look with solicitude at her father Doctor Manette keeping his eyes fixed on the reader Madame Defarge never taking hers from the prisoner Defarge never taking his from his feasting wife and all the other eyes there intent upon the Doctor who saw none of themthe paper was read as follows,5658,East,location
"Dickens, Charles",A Tale of Two Cities,In a dead silence and stillnessthe prisoner under trial looking lovingly at his wife his wife only looking from him to look with solicitude at her father Doctor Manette keeping his eyes fixed on the reader Madame Defarge never taking hers from the prisoner Defarge never taking his from his feasting wife and all the other eyes there intent upon the Doctor who saw none of themthe paper was read as follows,5658,Madame Defarge,person
"Dickens, Charles",A Tale of Two Cities,In a dead silence and stillnessthe prisoner under trial looking lovingly at his wife his wife only looking from him to look with solicitude at her father Doctor Manette keeping his eyes fixed on the reader Madame Defarge never taking hers from the prisoner Defarge never taking his from his feasting wife and all the other eyes there intent upon the Doctor who saw none of themthe paper was read as follows,5658,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,The Substance of the Shadow I Alexandre Manette unfortunate physician native of Beauvais and afterwards resident in Paris write this melancholy paper in my doleful cell in the Bastille during the last month of the year 1767,5660,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,The Substance of the Shadow I Alexandre Manette unfortunate physician native of Beauvais and afterwards resident in Paris write this melancholy paper in my doleful cell in the Bastille during the last month of the year 1767,5660,Paris,location
"Dickens, Charles",A Tale of Two Cities,Hope has quite departed from my breast,5665,East,location
"Dickens, Charles",A Tale of Two Cities,You are Doctor Manette said one,5674,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,You are Doctor Manette said one,5674,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,I am Doctor Manette formerly of Beauvais said the other the young physician originally an expert surgeon who within the last year or two has made a rising reputation in Paris Gentlemen I returned I am that Doctor Manette of whom you speak so graciously We have been to your residence said the first and not being so fortunate as to find you there and being informed that you were probably walking in this direction we followed in the hope of overtaking you,5675,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,I am Doctor Manette formerly of Beauvais said the other the young physician originally an expert surgeon who within the last year or two has made a rising reputation in Paris Gentlemen I returned I am that Doctor Manette of whom you speak so graciously We have been to your residence said the first and not being so fortunate as to find you there and being informed that you were probably walking in this direction we followed in the hope of overtaking you,5675,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,I am Doctor Manette formerly of Beauvais said the other the young physician originally an expert surgeon who within the last year or two has made a rising reputation in Paris Gentlemen I returned I am that Doctor Manette of whom you speak so graciously We have been to your residence said the first and not being so fortunate as to find you there and being informed that you were probably walking in this direction we followed in the hope of overtaking you,5675,Paris,location
"Dickens, Charles",A Tale of Two Cities,On one of them which was a fringed scarf for a dress of ceremony I saw the armorial bearings of a Noble and the letter E I saw this within the first minute of my contemplation of the patient for in her restless strivings she had turned over on her face on the edge of the bed had drawn the end of the scarf into her mouth and was in danger of suffocation,5702,Noble,person
"Dickens, Charles",A Tale of Two Cities,I turned her gently over placed my hands upon her breast to calm her and keep her down and looked into her face,5704,East,location
"Dickens, Charles",A Tale of Two Cities,She has a husband a father and a brother A brother I do not address her brother He answered with great contempt No She has some recent association with the number twelve The younger brother impatiently rejoined With twelve oclock See gentlemen said I still keeping my hands upon her breast how useless I am as you have brought me,5711,East,location
"Dickens, Charles",A Tale of Two Cities,You see monsieur I am going to use them I replied and said no more,5718,Monsieur,person
"Dickens, Charles",A Tale of Two Cities,The only spark of encouragement in the case was that my hand upon the sufferers breast had this much soothing influence that for minutes at a time it tranquillised the figure,5726,East,location
"Dickens, Charles",A Tale of Two Cities,He lay on his back with his teeth set his right hand clenched on his breast and his glaring eyes looking straight upward,5736,East,location
"Dickens, Charles",A Tale of Two Cities,How has this been done monsieur said I A crazed young common dog,5743,Monsieur,person
"Dickens, Charles",A Tale of Two Cities,Doctor they are very proud these Nobles but we common dogs are proud too sometimes,5749,Noble,person
"Dickens, Charles",A Tale of Two Cities,They have had their shameful rights these Nobles in the modesty and virtue of our sisters many years but we have had good girls among us,5754,Noble,person
"Dickens, Charles",A Tale of Two Cities,You know Doctor that it is among the Rights of these Nobles to harness us common dogs to carts and drive us,5769,Noble,person
"Dickens, Charles",A Tale of Two Cities,You know that it is among their Rights to keep us in their grounds all night quieting the frogs in order that their noble sleep may not be disturbed,5771,Noble,person
"Dickens, Charles",A Tale of Two Cities,I took my young sister for I have another to a place beyond the reach of this man and where at least she will never be  his  vassal,5780,East,location
"Dickens, Charles",A Tale of Two Cities,Proud as these nobles are he is afraid to see me,5794,Noble,person
"Dickens, Charles",A Tale of Two Cities,Twice he put his hand to the wound in his breast and with his forefinger drew a cross in the air,5802,East,location
"Dickens, Charles",A Tale of Two Cities,Do you honour me with your attention Doctor Monsieur said I in my profession the communications of patients are always received in confidence,5822,Monsieur,person
"Dickens, Charles",A Tale of Two Cities,munities of the Nobles were and I expected that the matter would never be heard of but I wished to relieve my own mind,5859,Noble,person
"Dickens, Charles",A Tale of Two Cities,I connected the title by which the boy had addressed the elder brother with the initial letter embroidered on the scarf and had no difficulty in arriving at the conclusion that I had seen that nobleman very lately,5871,Noble,person
"Dickens, Charles",A Tale of Two Cities,Thou wilt be faithful little Charles The child answered her bravely Yes I kissed her hand and she took him in her arms and went away caressing him,5894,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,Thou wilt be faithful little Charles The child answered her bravely Yes I kissed her hand and she took him in her arms and went away caressing him,5894,Charles,person
"Dickens, Charles",A Tale of Two Cities,That night the last night of the year towards nine oclock a man in a black dress rang at my gate demanded to see me and softly followed my servant Ernest Defarge a youth upstairs,5898,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,That night the last night of the year towards nine oclock a man in a black dress rang at my gate demanded to see me and softly followed my servant Ernest Defarge a youth upstairs,5898,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,The Marquis took from his pocket the letter I had written showed it me burnt it in the light of a lantern that was held and extinguished the ashes with his foot,5906,Pocket,person
"Dickens, Charles",A Tale of Two Cities,And them and their descendants to the last of their race I Alexandre Manette unhappy prisoner do this last night of the year 1767 in my unbearable agony denounce to the times when all these things shall be answered for,5911,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,Little need in presence of that tribunal and that auditory to show how the Defarges had not made the paper public with the other captured Bastille memorials borne in procession and had kept it biding their time,5916,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Little need to show that this detested family name had long been anathematised by Saint Antoine and was wrought into the fatal register,5917,Saint,person
"Dickens, Charles",A Tale of Two Cities,Little need to show that this detested family name had long been anathematised by Saint Antoine and was wrought into the fatal register,5917,Saint Antoine Quarter,location
"Dickens, Charles",A Tale of Two Cities,Much influence around him has that Doctor murmured Madame Defarge smiling to The Vengeance,5922,Adam,person
"Dickens, Charles",A Tale of Two Cities,Much influence around him has that Doctor murmured Madame Defarge smiling to The Vengeance,5922,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Much influence around him has that Doctor murmured Madame Defarge smiling to The Vengeance,5922,Madame Defarge,person
"Dickens, Charles",A Tale of Two Cities,The quick noise and movement of the courts emptying itself by many passages had not ceased when Lucie stood stretching out her arms towards her husband with nothing in her face but love and consolation,5934,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,The quick noise and movement of the courts emptying itself by many passages had not ceased when Lucie stood stretching out her arms towards her husband with nothing in her face but love and consolation,5934,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,I can bear it dear Charles,5946,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,I can bear it dear Charles,5946,Charles,person
"Dickens, Charles",A Tale of Two Cities,Her father had followed her and would have fallen on his knees to both of them but that Darnay put out a hand and seized him crying No no,5955,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,As he went out at the prisoners door she turned laid her head lovingly on her fathers breast tried to speak to him and fell at his feet,5970,East,location
"Dickens, Charles",A Tale of Two Cities,Then issuing from the obscure corner from which he had never moved Sydney Carton came and took her up,5971,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Then issuing from the obscure corner from which he had never moved Sydney Carton came and took her up,5971,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Then issuing from the obscure corner from which he had never moved Sydney Carton came and took her up,5971,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Then issuing from the obscure corner from which he had never moved Sydney Carton came and took her up,5971,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Only her father and Mr Lorry were with her,5972,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Only her father and Mr Lorry were with her,5972,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,There he laid her down on a couch where her child and Miss Pross wept over her,5980,Miss Pross,person
"Dickens, Charles",A Tale of Two Cities,There he laid her down on a couch where her child and Miss Pross wept over her,5980,Pross,person
"Dickens, Charles",A Tale of Two Cities,Oh Carton Carton dear Carton cried little Lucie springing up and throwing her arms passionately round him in a burst of grief,5983,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Oh Carton Carton dear Carton cried little Lucie springing up and throwing her arms passionately round him in a burst of grief,5983,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,Oh Carton Carton dear Carton cried little Lucie springing up and throwing her arms passionately round him in a burst of grief,5983,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,O look at her dear Carton,5985,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,When he had gone out into the next room he turned suddenly on Mr Lorry and her father who were following and said to the latter You had great influence but yesterday Doctor Manette let it at least be tried,5992,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,When he had gone out into the next room he turned suddenly on Mr Lorry and her father who were following and said to the latter You had great influence but yesterday Doctor Manette let it at least be tried,5992,East,location
"Dickens, Charles",A Tale of Two Cities,When he had gone out into the next room he turned suddenly on Mr Lorry and her father who were following and said to the latter You had great influence but yesterday Doctor Manette let it at least be tried,5992,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,When he had gone out into the next room he turned suddenly on Mr Lorry and her father who were following and said to the latter You had great influence but yesterday Doctor Manette let it at least be tried,5992,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,When he had gone out into the next room he turned suddenly on Mr Lorry and her father who were following and said to the latter You had great influence but yesterday Doctor Manette let it at least be tried,5992,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,These judges and all the men in power are very friendly to you and very recognisant of your services are they not Nothing connected with Charles was concealed from me,5993,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,These judges and all the men in power are very friendly to you and very recognisant of your services are they not Nothing connected with Charles was concealed from me,5993,Charles,person
"Dickens, Charles",A Tale of Two Cities,The hours between this and tomorrow afternoon are few and short but try I intend to try,5997,Tom,person
"Dickens, Charles",A Tale of Two Cities,I will go said Doctor Manette to the Prosecutor and the President straight and I will go to others whom it is better not to name,6004,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,I will go said Doctor Manette to the Prosecutor and the President straight and I will go to others whom it is better not to name,6004,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,When are you likely to have seen these dread powers Doctor Manette Immediately after dark I should hope,6012,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,When are you likely to have seen these dread powers Doctor Manette Immediately after dark I should hope,6012,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,If I go to Mr Lorrys at nine shall I hear what you have done either from our friend or from yourself Yes,6015,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,If I go to Mr Lorrys at nine shall I hear what you have done either from our friend or from yourself Yes,6015,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Mr Lorry followed Sydney to the outer door and touching him on the shoulder as he was going away caused him to turn,6017,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Mr Lorry followed Sydney to the outer door and touching him on the shoulder as he was going away caused him to turn,6017,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Mr Lorry followed Sydney to the outer door and touching him on the shoulder as he was going away caused him to turn,6017,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Mr Lorry followed Sydney to the outer door and touching him on the shoulder as he was going away caused him to turn,6017,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,I have no hope said Mr Lorry in a low and sorrowful whisper,6018,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,I have no hope said Mr Lorry in a low and sorrowful whisper,6018,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Mr Lorry leaned his arm upon the doorpost and bowed his face upon it,6022,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Mr Lorry leaned his arm upon the doorpost and bowed his face upon it,6022,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Dont despond said Carton very gently dont grieve,6023,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,I encouraged Doctor Manette in this idea because I felt that it might one day be consolatory to her,6024,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,I encouraged Doctor Manette in this idea because I felt that it might one day be consolatory to her,6024,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,Otherwise she might think his life was wantonly thrown away or wasted and that might trouble her Yes yes yes returned Mr Lorry drying his eyes you are right,6025,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Otherwise she might think his life was wantonly thrown away or wasted and that might trouble her Yes yes yes returned Mr Lorry drying his eyes you are right,6025,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,He will perish there is no real hope echoed Carton,6028,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Darkness Sydney Carton paused in the street not quite decided where to go,6031,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Darkness Sydney Carton paused in the street not quite decided where to go,6031,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Darkness Sydney Carton paused in the street not quite decided where to go,6031,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Darkness Sydney Carton paused in the street not quite decided where to go,6031,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,And he turned his face towards Saint Antoine,6041,Saint,person
"Dickens, Charles",A Tale of Two Cities,And he turned his face towards Saint Antoine,6041,Saint Antoine Quarter,location
"Dickens, Charles",A Tale of Two Cities,Defarge had described himself that day as the keeper of a wineshop in the Saint Antoine suburb,6042,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Defarge had described himself that day as the keeper of a wineshop in the Saint Antoine suburb,6042,Saint,person
"Dickens, Charles",A Tale of Two Cities,Defarge had described himself that day as the keeper of a wineshop in the Saint Antoine suburb,6042,Saint Antoine Quarter,location
"Dickens, Charles",A Tale of Two Cities,Having ascertained its situation Carton came out of those closer streets again and dined at a place of refreshment and fell sound asleep after dinner,6044,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Since last night he had taken nothing but a little light thin wine and last night he had dropped the brandy slowly down on Mr Lorrys hearth like a man who had done with it,6046,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Since last night he had taken nothing but a little light thin wine and last night he had dropped the brandy slowly down on Mr Lorrys hearth like a man who had done with it,6046,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,As he passed along towards Saint Antoine he stopped at a shopwindow where there was a mirror and slightly altered the disordered arrangement of his loose cravat and his coatcollar and his wild hair,6048,Saint,person
"Dickens, Charles",A Tale of Two Cities,As he passed along towards Saint Antoine he stopped at a shopwindow where there was a mirror and slightly altered the disordered arrangement of his loose cravat and his coatcollar and his wild hair,6048,Saint Antoine Quarter,location
"Dickens, Charles",A Tale of Two Cities,This done he went on direct to Defarges and went in,6049,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,There happened to be no customer in the shop but Jacques Three of the restless fingers and the croaking voice,6050,Jacques,person
"Dickens, Charles",A Tale of Two Cities,There happened to be no customer in the shop but Jacques Three of the restless fingers and the croaking voice,6050,Jacques Three,person
"Dickens, Charles",A Tale of Two Cities,There happened to be no customer in the shop but Jacques Three of the restless fingers and the croaking voice,6050,Tom,person
"Dickens, Charles",A Tale of Two Cities,This man whom he had seen upon the Jury stood drinking at the little counter in conversation with the Defarges man and wife,6051,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,As Carton walked in took his seat and asked in very indifferent French for a small measure of wine Madame Defarge cast a careless glance at him and then a keener and then a keener and then advanced to him herself and asked him what it was he had ordered,6053,Adam,person
"Dickens, Charles",A Tale of Two Cities,As Carton walked in took his seat and asked in very indifferent French for a small measure of wine Madame Defarge cast a careless glance at him and then a keener and then a keener and then advanced to him herself and asked him what it was he had ordered,6053,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,As Carton walked in took his seat and asked in very indifferent French for a small measure of wine Madame Defarge cast a careless glance at him and then a keener and then a keener and then advanced to him herself and asked him what it was he had ordered,6053,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,As Carton walked in took his seat and asked in very indifferent French for a small measure of wine Madame Defarge cast a careless glance at him and then a keener and then a keener and then advanced to him herself and asked him what it was he had ordered,6053,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,As Carton walked in took his seat and asked in very indifferent French for a small measure of wine Madame Defarge cast a careless glance at him and then a keener and then a keener and then advanced to him herself and asked him what it was he had ordered,6053,Madame Defarge,person
"Dickens, Charles",A Tale of Two Cities,asked Madame Defarge inquisitively raising her dark eyebrows,6056,Adam,person
"Dickens, Charles",A Tale of Two Cities,asked Madame Defarge inquisitively raising her dark eyebrows,6056,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,asked Madame Defarge inquisitively raising her dark eyebrows,6056,Madame Defarge,person
"Dickens, Charles",A Tale of Two Cities,Yes madame yes,6058,Adam,person
"Dickens, Charles",A Tale of Two Cities,I am English Madame Defarge returned to her counter to get the wine and as he took up a Jacobin journal and feigned to pore over it puzzling out its meaning he heard her say I swear to you like Evrémonde,6059,Adam,person
"Dickens, Charles",A Tale of Two Cities,I am English Madame Defarge returned to her counter to get the wine and as he took up a Jacobin journal and feigned to pore over it puzzling out its meaning he heard her say I swear to you like Evrémonde,6059,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,I am English Madame Defarge returned to her counter to get the wine and as he took up a Jacobin journal and feigned to pore over it puzzling out its meaning he heard her say I swear to you like Evrémonde,6059,Madame Defarge,person
"Dickens, Charles",A Tale of Two Cities,Defarge brought him the wine and gave him Good Evening,6060,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Defarge went back to the counter and said Certainly a little like,6065,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Madame sternly retorted I tell you a good deal like,6066,Adam,person
"Dickens, Charles",A Tale of Two Cities,Jacques Three pacifically remarked He is so much in your mind see you madame,6067,Adam,person
"Dickens, Charles",A Tale of Two Cities,Jacques Three pacifically remarked He is so much in your mind see you madame,6067,Jacques,person
"Dickens, Charles",A Tale of Two Cities,Jacques Three pacifically remarked He is so much in your mind see you madame,6067,Jacques Three,person
"Dickens, Charles",A Tale of Two Cities,And you are looking forward with so much pleasure to seeing him once more tomorrow,6069,Tom,person
"Dickens, Charles",A Tale of Two Cities,Carton followed the lines and words of his paper with a slow forefinger and with a studious and absorbed face,6070,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,It is true what madame says observed Jacques Three,6073,Adam,person
"Dickens, Charles",A Tale of Two Cities,It is true what madame says observed Jacques Three,6073,Jacques,person
"Dickens, Charles",A Tale of Two Cities,It is true what madame says observed Jacques Three,6073,Jacques Three,person
"Dickens, Charles",A Tale of Two Cities,Why stop Well well reasoned Defarge but one must stop somewhere,6076,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,At extermination said madame,6078,Adam,person
"Dickens, Charles",A Tale of Two Cities,croaked Jacques Three,6080,Jacques,person
"Dickens, Charles",A Tale of Two Cities,croaked Jacques Three,6080,Jacques Three,person
"Dickens, Charles",A Tale of Two Cities,Extermination is good doctrine my wife said Defarge rather troubled in general I say nothing against it,6082,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,I have observed his face repeated madame contemptuously and angrily,6084,Adam,person
"Dickens, Charles",A Tale of Two Cities,Let him take care of his face And you have observed my wife said Defarge in a deprecatory manner the anguish of his daughter which must be a dreadful anguish to him I have observed his daughter repeated madame yes I have observed his daughter more times than one,6088,Adam,person
"Dickens, Charles",A Tale of Two Cities,Let him take care of his face And you have observed my wife said Defarge in a deprecatory manner the anguish of his daughter which must be a dreadful anguish to him I have observed his daughter repeated madame yes I have observed his daughter more times than one,6088,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,As to thee pursued madame implacably addressing her husband if it depended on theewhich happily it does notthou wouldst rescue this man even now,6096,Adam,person
"Dickens, Charles",A Tale of Two Cities,No protested Defarge,6097,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,See you then Jacques said Madame Defarge wrathfully and see you too my little Vengeance see you both,6101,Adam,person
"Dickens, Charles",A Tale of Two Cities,See you then Jacques said Madame Defarge wrathfully and see you too my little Vengeance see you both,6101,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,See you then Jacques said Madame Defarge wrathfully and see you too my little Vengeance see you both,6101,Jacques,person
"Dickens, Charles",A Tale of Two Cities,See you then Jacques said Madame Defarge wrathfully and see you too my little Vengeance see you both,6101,Madame Defarge,person
"Dickens, Charles",A Tale of Two Cities,Ask my husband is that so It is so assented Defarge without being asked,6104,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Ask him is that so It is so assented Defarge,6106,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Ask him is that so It is so assented Defarge again,6108,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,I smite this bosom with these two hands as I smite it now and I tell him Defarge I was brought up among the fishermen of the seashore and that peasant family so injured by the two Evrémonde brothers as that Bastille paper describes is my family,6110,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Defarge that sister of the mortally wounded boy upon the ground was my sister that husband was my sisters husband that unborn child was their child that brother was my brother that father was my father those dead are my dead and that summons to answer for those things descends to me Ask him is that so It is so assented Defarge once more,6111,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Then tell Wind and Fire where to stop returned madame but dont tell me,6112,Adam,person
