author,title,sentence,sentence_nr,...1,words,kind
"Dickens, Charles",Great Expectations,And now those six days which were to have run out so slowly had run out fast and were gone and tomorrow looked me in the face more steadily than I could look at it,9769,16,Tom,person
"Dickens, Charles",Great Expectations,As the six evenings had dwindled away to five to four to three to two I had become more and more appreciative of the society of Joe and Biddy,9770,198,Biddy,person
"Dickens, Charles",Great Expectations,As the six evenings had dwindled away to five to four to three to two I had become more and more appreciative of the society of Joe and Biddy,9770,257,Biddy,location
"Dickens, Charles",Great Expectations,As the six evenings had dwindled away to five to four to three to two I had become more and more appreciative of the society of Joe and Biddy,9770,15,Joe,person
"Dickens, Charles",Great Expectations,As the six evenings had dwindled away to five to four to three to two I had become more and more appreciative of the society of Joe and Biddy,9770,182,Joe,location
"Dickens, Charles",Great Expectations,We had a hot supper on the occasion graced by the inevitable roast fowl and we had some flip to finish with,9772,101,Grace,person
"Dickens, Charles",Great Expectations,I was to leave our village at five in the morning carrying my little handportmanteau and I had told Joe that I wished to walk away all alone,9774,15,Joe,person
"Dickens, Charles",Great Expectations,I was to leave our village at five in the morning carrying my little handportmanteau and I had told Joe that I wished to walk away all alone,9774,182,Joe,location
"Dickens, Charles",Great Expectations,I am afraidsore afraidthat this purpose originated in my sense of the contrast there would be between me and Joe if we went to the coach together,9775,15,Joe,person
"Dickens, Charles",Great Expectations,I am afraidsore afraidthat this purpose originated in my sense of the contrast there would be between me and Joe if we went to the coach together,9775,182,Joe,location
"Dickens, Charles",Great Expectations,I had pretended with myself that there was nothing of this taint in the arrangement but when I went up to my little room on this last night I felt compelled to admit that it might be so and had an impulse upon me to go down again and entreat Joe to walk with me in the morning,9776,15,Joe,person
"Dickens, Charles",Great Expectations,I had pretended with myself that there was nothing of this taint in the arrangement but when I went up to my little room on this last night I felt compelled to admit that it might be so and had an impulse upon me to go down again and entreat Joe to walk with me in the morning,9776,182,Joe,location
"Dickens, Charles",Great Expectations,All night there were coaches in my broken sleep going to wrong places instead of to London and having in the traces now dogs now cats now pigs now mennever horses,9778,8,London,location
"Dickens, Charles",Great Expectations,Then I got up and partly dressed and sat at the window to take a last look out and in taking it fell asleep,9780,64,King,location
"Dickens, Charles",Great Expectations,Then I got up and partly dressed and sat at the window to take a last look out and in taking it fell asleep,9780,109,King,person
"Dickens, Charles",Great Expectations,Biddy was astir so early to get my breakfast that although I did not sleep at the window an hour I smelt the smoke of the kitchen fire when I started up with a terrible idea that it must be late in the afternoon,9781,198,Biddy,person
"Dickens, Charles",Great Expectations,Biddy was astir so early to get my breakfast that although I did not sleep at the window an hour I smelt the smoke of the kitchen fire when I started up with a terrible idea that it must be late in the afternoon,9781,257,Biddy,location
"Dickens, Charles",Great Expectations,But long after that and long after I had heard the clinking of the teacups and was quite ready I wanted the resolution to go downstairs,9782,64,King,location
"Dickens, Charles",Great Expectations,But long after that and long after I had heard the clinking of the teacups and was quite ready I wanted the resolution to go downstairs,9782,109,King,person
"Dickens, Charles",Great Expectations,After all I remained up there repeatedly unlocking and unstrapping my small portmanteau and locking and strapping it up again until Biddy called to me that I was late,9783,198,Biddy,person
"Dickens, Charles",Great Expectations,After all I remained up there repeatedly unlocking and unstrapping my small portmanteau and locking and strapping it up again until Biddy called to me that I was late,9783,257,Biddy,location
"Dickens, Charles",Great Expectations,After all I remained up there repeatedly unlocking and unstrapping my small portmanteau and locking and strapping it up again until Biddy called to me that I was late,9783,64,King,location
"Dickens, Charles",Great Expectations,After all I remained up there repeatedly unlocking and unstrapping my small portmanteau and locking and strapping it up again until Biddy called to me that I was late,9783,109,King,person
"Dickens, Charles",Great Expectations,I suppose I must be off and then I kissed my sister who was laughing and nodding and shaking in her usual chair and kissed Biddy and threw my arms around Joes neck,9786,198,Biddy,person
"Dickens, Charles",Great Expectations,I suppose I must be off and then I kissed my sister who was laughing and nodding and shaking in her usual chair and kissed Biddy and threw my arms around Joes neck,9786,257,Biddy,location
"Dickens, Charles",Great Expectations,I suppose I must be off and then I kissed my sister who was laughing and nodding and shaking in her usual chair and kissed Biddy and threw my arms around Joes neck,9786,15,Joe,person
"Dickens, Charles",Great Expectations,I suppose I must be off and then I kissed my sister who was laughing and nodding and shaking in her usual chair and kissed Biddy and threw my arms around Joes neck,9786,182,Joe,location
"Dickens, Charles",Great Expectations,I suppose I must be off and then I kissed my sister who was laughing and nodding and shaking in her usual chair and kissed Biddy and threw my arms around Joes neck,9786,64,King,location
"Dickens, Charles",Great Expectations,I suppose I must be off and then I kissed my sister who was laughing and nodding and shaking in her usual chair and kissed Biddy and threw my arms around Joes neck,9786,109,King,person
"Dickens, Charles",Great Expectations,The last I saw of them was when I presently heard a scuffle behind me and looking back saw Joe throwing an old shoe after me and Biddy throwing another old shoe,9788,198,Biddy,person
"Dickens, Charles",Great Expectations,The last I saw of them was when I presently heard a scuffle behind me and looking back saw Joe throwing an old shoe after me and Biddy throwing another old shoe,9788,257,Biddy,location
"Dickens, Charles",Great Expectations,The last I saw of them was when I presently heard a scuffle behind me and looking back saw Joe throwing an old shoe after me and Biddy throwing another old shoe,9788,15,Joe,person
"Dickens, Charles",Great Expectations,The last I saw of them was when I presently heard a scuffle behind me and looking back saw Joe throwing an old shoe after me and Biddy throwing another old shoe,9788,182,Joe,location
"Dickens, Charles",Great Expectations,The last I saw of them was when I presently heard a scuffle behind me and looking back saw Joe throwing an old shoe after me and Biddy throwing another old shoe,9788,64,King,location
"Dickens, Charles",Great Expectations,The last I saw of them was when I presently heard a scuffle behind me and looking back saw Joe throwing an old shoe after me and Biddy throwing another old shoe,9788,109,King,person
"Dickens, Charles",Great Expectations,I stopped then to wave my hat and dear old Joe waved his strong right arm above his head crying huskily Hooroar and Biddy put her apron to her face,9789,198,Biddy,person
"Dickens, Charles",Great Expectations,I stopped then to wave my hat and dear old Joe waved his strong right arm above his head crying huskily Hooroar and Biddy put her apron to her face,9789,257,Biddy,location
"Dickens, Charles",Great Expectations,I stopped then to wave my hat and dear old Joe waved his strong right arm above his head crying huskily Hooroar and Biddy put her apron to her face,9789,15,Joe,person
"Dickens, Charles",Great Expectations,I stopped then to wave my hat and dear old Joe waved his strong right arm above his head crying huskily Hooroar and Biddy put her apron to her face,9789,182,Joe,location
"Dickens, Charles",Great Expectations,I walked away at a good pace thinking it was easier to go than I had supposed it would be and reflecting that it would never have done to have had an old shoe thrown after the coach in sight of all the High Street,9790,64,King,location
"Dickens, Charles",Great Expectations,I walked away at a good pace thinking it was easier to go than I had supposed it would be and reflecting that it would never have done to have had an old shoe thrown after the coach in sight of all the High Street,9790,109,King,person
"Dickens, Charles",Great Expectations,But the village was very peaceful and quiet and the light mists were solemnly rising as if to show me the world and I had been so innocent and little there and all beyond was so unknown and great that in a moment with a strong heave and sob I broke into tears,9792,210,Inn,person
"Dickens, Charles",Great Expectations,But the village was very peaceful and quiet and the light mists were solemnly rising as if to show me the world and I had been so innocent and little there and all beyond was so unknown and great that in a moment with a strong heave and sob I broke into tears,9792,135,Peace,person
"Dickens, Charles",Great Expectations,Heaven knows we need never be ashamed of our tears for they are rain upon the blinding dust of earth overlying our hard hearts,9794,138,Earth,location
"Dickens, Charles",Great Expectations,Heaven knows we need never be ashamed of our tears for they are rain upon the blinding dust of earth overlying our hard hearts,9794,207,earth,location
"Dickens, Charles",Great Expectations,If I had cried before I should have had Joe with me then,9796,15,Joe,person
"Dickens, Charles",Great Expectations,If I had cried before I should have had Joe with me then,9796,182,Joe,location
"Dickens, Charles",Great Expectations,So subdued I was by those tears and by their breaking out again in the course of the quiet walk that when I was on the coach and it was clear of the town I deliberated with an aching heart whether I would not get down when we changed horses and walk back and have another evening at home and a better parting,9797,64,King,location
"Dickens, Charles",Great Expectations,So subdued I was by those tears and by their breaking out again in the course of the quiet walk that when I was on the coach and it was clear of the town I deliberated with an aching heart whether I would not get down when we changed horses and walk back and have another evening at home and a better parting,9797,109,King,person
"Dickens, Charles",Great Expectations,And while I was occupied with these deliberations I would fancy an exact resemblance to Joe in some man coming along the road towards us and my heart would beat highAs,9799,15,Joe,person
"Dickens, Charles",Great Expectations,And while I was occupied with these deliberations I would fancy an exact resemblance to Joe in some man coming along the road towards us and my heart would beat highAs,9799,182,Joe,location
"Dickens, Charles",Great Expectations,This is the end of the first stage of Pips expectations,9803,195,Pip,person
"Dickens, Charles",Great Expectations,It was a little past midday when the fourhorse stagecoach by which I was a passenger got into the ravel of traffic frayed out about the Cross Keys Wood Street Cheapside London,9806,8,London,location
"Dickens, Charles",Great Expectations,It was a little past midday when the fourhorse stagecoach by which I was a passenger got into the ravel of traffic frayed out about the Cross Keys Wood Street Cheapside London,9806,250,Wood Street,location
"Dickens, Charles",Great Expectations,We Britons had at that time particularly settled that it was treasonable to doubt our having and our being the best of everything otherwise while I was scared by the immensity of London I think I might have had some faint doubts whether it was not rather ugly crooked narrow and dirty,9807,8,London,location
"Dickens, Charles",Great Expectations,Mr Jaggers had duly sent me his address it was Little Britain and he had written after it on his card just out of Smithfield and close by the coachoffice,9808,51,Britain,location
"Dickens, Charles",Great Expectations,Mr Jaggers had duly sent me his address it was Little Britain and he had written after it on his card just out of Smithfield and close by the coachoffice,9808,209,Little Britain,location
"Dickens, Charles",Great Expectations,Mr Jaggers had duly sent me his address it was Little Britain and he had written after it on his card just out of Smithfield and close by the coachoffice,9808,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Mr Jaggers had duly sent me his address it was Little Britain and he had written after it on his card just out of Smithfield and close by the coachoffice,9808,21,Smith,person
"Dickens, Charles",Great Expectations,Nevertheless a hackneycoachman who seemed to have as many capes to his greasy greatcoat as he was years old packed me up in his coach and hemmed me in with a folding and jingling barrier of steps as if he were going to take me fifty miles,9809,43,Bar,location
"Dickens, Charles",Great Expectations,I had scarcely had time to enjoy the coach and to think how like a strawyard it was and yet how like a ragshop and to wonder why the horses nosebags were kept inside when I observed the coachman beginning to get down as if we were going to stop presently,9812,210,Inn,person
"Dickens, Charles",Great Expectations,He darkly closed an eye at Mr Jaggerss name and shook his head,9822,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,When he had got his shilling and had in course of time completed the ascent to his box and had got away which appeared to relieve his mind I went into the front office with my little portmanteau in my hand and asked Was Mr Jaggers at home He is not returned the clerk,9823,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Am I addressing Mr Pip,9825,174,Mr P,person
"Dickens, Charles",Great Expectations,Am I addressing Mr Pip,9825,203,Mr Pip,person
"Dickens, Charles",Great Expectations,Am I addressing Mr Pip,9825,195,Pip,person
"Dickens, Charles",Great Expectations,I signified that he was addressing Mr Pip,9826,174,Mr P,person
"Dickens, Charles",Great Expectations,I signified that he was addressing Mr Pip,9826,203,Mr Pip,person
"Dickens, Charles",Great Expectations,I signified that he was addressing Mr Pip,9826,195,Pip,person
"Dickens, Charles",Great Expectations,With those words the clerk opened a door and ushered me into an inner chamber at the back,9831,210,Inn,person
"Dickens, Charles",Great Expectations,Go and wait outside Mike said the clerk,9833,206,Mike,person
"Dickens, Charles",Great Expectations,I began to say that I hoped I was not interrupting when the clerk shoved this gentleman out with as little ceremony,9834,66,Hope,location
"Dickens, Charles",Great Expectations,Mr Jaggerss room was lighted by a skylight only and was a most dismal place the skylight eccentrically pitched like a broken head and the distorted adjoining houses looking as if they had twisted themselves to peep down at me through it,9836,64,King,location
"Dickens, Charles",Great Expectations,Mr Jaggerss room was lighted by a skylight only and was a most dismal place the skylight eccentrically pitched like a broken head and the distorted adjoining houses looking as if they had twisted themselves to peep down at me through it,9836,109,King,person
"Dickens, Charles",Great Expectations,Mr Jaggerss room was lighted by a skylight only and was a most dismal place the skylight eccentrically pitched like a broken head and the distorted adjoining houses looking as if they had twisted themselves to peep down at me through it,9836,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,There were not so many papers about as I should have expected to see and there were some odd objects about that I should not have expected to seesuch as an old rusty pistol a sword in a scabbard several strangelooking boxes and packages and two dreadful casts on a shelf of faces peculiarly swollen and twitchy about the nose,9837,43,Bar,location
"Dickens, Charles",Great Expectations,There were not so many papers about as I should have expected to see and there were some odd objects about that I should not have expected to seesuch as an old rusty pistol a sword in a scabbard several strangelooking boxes and packages and two dreadful casts on a shelf of faces peculiarly swollen and twitchy about the nose,9837,64,King,location
"Dickens, Charles",Great Expectations,There were not so many papers about as I should have expected to see and there were some odd objects about that I should not have expected to seesuch as an old rusty pistol a sword in a scabbard several strangelooking boxes and packages and two dreadful casts on a shelf of faces peculiarly swollen and twitchy about the nose,9837,109,King,person
"Dickens, Charles",Great Expectations,Mr Jaggerss own highbacked chair was of deadly black horsehair with rows of brass nails round it like a coffin and I fancied I could see how he leaned back in it and bit his forefinger at the clients,9838,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,The room was but small and the clients seemed to have had a habit of backing up against the wall the wall especially opposite to Mr Jaggerss chair being greasy with shoulders,9839,64,King,location
"Dickens, Charles",Great Expectations,The room was but small and the clients seemed to have had a habit of backing up against the wall the wall especially opposite to Mr Jaggerss chair being greasy with shoulders,9839,109,King,person
"Dickens, Charles",Great Expectations,The room was but small and the clients seemed to have had a habit of backing up against the wall the wall especially opposite to Mr Jaggerss chair being greasy with shoulders,9839,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,I recalled too that the oneeyed gentleman had shuffled forth against the wall when I was the innocent cause of his being turned out,9840,210,Inn,person
"Dickens, Charles",Great Expectations,I sat down in the cliental chair placed over against Mr Jaggerss chair and became fascinated by the dismal atmosphere of the place,9841,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,I wondered whether the two swollen faces were of Mr Jaggerss family and if he were so unfortunate as to have had a pair of such illlooking relations why he stuck them on that dusty perch for the blacks and flies to settle on instead of giving them a place at home,9845,64,King,location
"Dickens, Charles",Great Expectations,I wondered whether the two swollen faces were of Mr Jaggerss family and if he were so unfortunate as to have had a pair of such illlooking relations why he stuck them on that dusty perch for the blacks and flies to settle on instead of giving them a place at home,9845,109,King,person
"Dickens, Charles",Great Expectations,I wondered whether the two swollen faces were of Mr Jaggerss family and if he were so unfortunate as to have had a pair of such illlooking relations why he stuck them on that dusty perch for the blacks and flies to settle on instead of giving them a place at home,9845,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Of course I had no experience of a London summer day and my spirits may have been oppressed by the hot exhausted air and by the dust and grit that lay thick on everything,9846,8,London,location
"Dickens, Charles",Great Expectations,But I sat wondering and waiting in Mr Jaggerss close room until I really could not bear the two casts on the shelf above Mr Jaggerss chair and got up and went out,9847,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,When I told the clerk that I would take a turn in the air while I waited he advised me to go round the corner and I should come into Smithfield,9848,21,Smith,person
"Dickens, Charles",Great Expectations,So I came into Smithfield and the shameful place being all asmear with filth and fat and blood and foam seemed to stick to me,9849,21,Smith,person
"Dickens, Charles",Great Expectations,So I rubbed it off with all possible speed by turning into a street where I saw the great black dome of Saint Pauls bulging at me from behind a grim stone building which a bystander said was Newgate Prison,9850,114,Saint,person
"Dickens, Charles",Great Expectations,So I rubbed it off with all possible speed by turning into a street where I saw the great black dome of Saint Pauls bulging at me from behind a grim stone building which a bystander said was Newgate Prison,9850,77,Saint Paul,person
"Dickens, Charles",Great Expectations,As I declined the proposal on the plea of an appointment he was so good as to take me into a yard and show me where the gallows was kept and also where people were publicly whipped and then he showed me the Debtors Door out of which culprits came to be hanged heightening the interest of that dreadful portal by giving me to understand that four on em would come out at that door the day after tomorrow at eight in the morning to be killed in a row,9853,16,Tom,person
"Dickens, Charles",Great Expectations,This was horrible and gave me a sickening idea of London the more so as the Lord Chief Justices proprietor wore from his hat down to his boots and up again to his pockethandkerchief inclusive mildewed clothes which had evidently not belonged to him originally and which I took it into my head he had bought cheap of the executioner,9854,192,Justices,person
"Dickens, Charles",Great Expectations,This was horrible and gave me a sickening idea of London the more so as the Lord Chief Justices proprietor wore from his hat down to his boots and up again to his pockethandkerchief inclusive mildewed clothes which had evidently not belonged to him originally and which I took it into my head he had bought cheap of the executioner,9854,8,London,location
"Dickens, Charles",Great Expectations,This was horrible and gave me a sickening idea of London the more so as the Lord Chief Justices proprietor wore from his hat down to his boots and up again to his pockethandkerchief inclusive mildewed clothes which had evidently not belonged to him originally and which I took it into my head he had bought cheap of the executioner,9854,205,Pocket,person
"Dickens, Charles",Great Expectations,I dropped into the office to ask if Mr Jaggers had come in yet and I found he had not and I strolled out again,9856,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,This time I made the tour of Little Britain and turned into Bartholomew Close and now I became aware that other people were waiting about for Mr Jaggers as well as I,9857,43,Bar,location
"Dickens, Charles",Great Expectations,This time I made the tour of Little Britain and turned into Bartholomew Close and now I became aware that other people were waiting about for Mr Jaggers as well as I,9857,51,Britain,location
"Dickens, Charles",Great Expectations,This time I made the tour of Little Britain and turned into Bartholomew Close and now I became aware that other people were waiting about for Mr Jaggers as well as I,9857,209,Little Britain,location
"Dickens, Charles",Great Expectations,This time I made the tour of Little Britain and turned into Bartholomew Close and now I became aware that other people were waiting about for Mr Jaggers as well as I,9857,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,There were two men of secret appearance lounging in Bartholomew Close and thoughtfully fitting their feet into the cracks of the pavement as they talked together one of whom said to the other when they first passed me that Jaggers would do it if it was to be done,9858,43,Bar,location
"Dickens, Charles",Great Expectations,At length as I was looking out at the iron gate of Bartholomew Close into Little Britain I saw Mr Jaggers coming across the road towards me,9863,43,Bar,location
"Dickens, Charles",Great Expectations,At length as I was looking out at the iron gate of Bartholomew Close into Little Britain I saw Mr Jaggers coming across the road towards me,9863,51,Britain,location
"Dickens, Charles",Great Expectations,At length as I was looking out at the iron gate of Bartholomew Close into Little Britain I saw Mr Jaggers coming across the road towards me,9863,64,King,location
"Dickens, Charles",Great Expectations,At length as I was looking out at the iron gate of Bartholomew Close into Little Britain I saw Mr Jaggers coming across the road towards me,9863,109,King,person
"Dickens, Charles",Great Expectations,At length as I was looking out at the iron gate of Bartholomew Close into Little Britain I saw Mr Jaggers coming across the road towards me,9863,209,Little Britain,location
"Dickens, Charles",Great Expectations,At length as I was looking out at the iron gate of Bartholomew Close into Little Britain I saw Mr Jaggers coming across the road towards me,9863,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Mr Jaggers putting a hand on my shoulder and walking me on at his side without saying anything to me addressed himself to his followers,9865,64,King,location
"Dickens, Charles",Great Expectations,Mr Jaggers putting a hand on my shoulder and walking me on at his side without saying anything to me addressed himself to his followers,9865,109,King,person
"Dickens, Charles",Great Expectations,Mr Jaggers putting a hand on my shoulder and walking me on at his side without saying anything to me addressed himself to his followers,9865,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Now I have nothing to say to  you  said Mr Jaggers throwing his finger at them,9867,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Have you paid Wemmick We made the money up this morning sir said one of the men submissively while the other perused Mr Jaggerss face,9871,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Have you paid Wemmick We made the money up this morning sir said one of the men submissively while the other perused Mr Jaggerss face,9871,230,Wemmick,person
"Dickens, Charles",Great Expectations,Has Wemmick got it,9873,230,Wemmick,person
"Dickens, Charles",Great Expectations,Now I wont have it said Mr Jaggers waving his hand at them to put them behind him,9876,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,We thought Mr Jaggers one of the men began pulling off his hat,9878,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Thats what I told you not to do said Mr Jaggers,9879,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,The two men looked at one another as Mr Jaggers waved them behind again and humbly fell back and were heard no more,9885,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,And now  you  said Mr Jaggers suddenly stopping and turning on the two women with the shawls from whom the three men had meekly separatedOh,9886,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Yes Mr Jaggers,9888,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,And do you remember retorted Mr Jaggers that but for me you wouldnt be here and couldnt be here,9889,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Lord bless you sir well we knows that Then why said Mr Jaggers do you come here,9891,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,My Bill sir the crying woman pleaded,9892,208,Bill,person
"Dickens, Charles",Great Expectations,Now I tell you what said Mr Jaggers,9893,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,If you dont know that your Bills in good hands I know it,9895,208,Bill,person
"Dickens, Charles",Great Expectations,And if you come here bothering about your Bill Ill make an example of both your Bill and you and let him slip through my fingers,9896,208,Bill,person
"Dickens, Charles",Great Expectations,Have you paid Wemmick O yes sir,9897,230,Wemmick,person
"Dickens, Charles",Great Expectations,Say another wordone single wordand Wemmick shall give you your money back,9901,230,Wemmick,person
"Dickens, Charles",Great Expectations,No one remained now but the excitable Jew who had already raised the skirts of Mr Jaggerss coat to his lips several times,9903,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,I dont know this man said Mr Jaggers in the same devastating strain What does this fellow want Ma thear Mithter Jaggerth,9904,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Hown brother to Habraham Latharuth,9905,164,Abraham,person
"Dickens, Charles",Great Expectations,Whos he said Mr Jaggers,9906,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,The suitor kissing the hem of the garment again before relinquishing it replied Habraham Latharuth on thuthpithion of plate,9908,164,Abraham,person
"Dickens, Charles",Great Expectations,Youre too late said Mr Jaggers,9909,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Holy father Mithter Jaggerth cried my excitable acquaintance turning white dont thay youre again Habraham Latharuth I am said Mr Jaggers and theres an end of it,9911,164,Abraham,person
"Dickens, Charles",Great Expectations,Holy father Mithter Jaggerth cried my excitable acquaintance turning white dont thay youre again Habraham Latharuth I am said Mr Jaggers and theres an end of it,9911,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,My hown cuthenth gone to Mithter Wemmick at thith prethent minute to hoffer him hany termth,9915,230,Wemmick,person
"Dickens, Charles",Great Expectations,Heres Mike said the clerk getting down from his stool and approaching Mr Jaggers confidentially,9921,206,Mike,person
"Dickens, Charles",Great Expectations,Heres Mike said the clerk getting down from his stool and approaching Mr Jaggers confidentially,9921,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Oh said Mr Jaggers turning to the man who was pulling a lock of hair in the middle of his forehead like the Bull in Cock Robin pulling at the bellrope your man comes on this afternoon,9922,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Well Well Masr Jaggers returned Mike in the voice of a sufferer from a constitutional cold arter a deal o trouble Ive found one sir as might do,9923,206,Mike,person
"Dickens, Charles",Great Expectations,What is he prepared to swear Well Masr Jaggers said Mike wi,9924,206,Mike,person
"Dickens, Charles",Great Expectations,Mr Jaggers suddenly became most irate,9926,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Soft Head Need you say it face to face Now I ask you you blundering booby said my guardian very sternly once more and for the last time what the man you have brought here is prepared to swear Mike looked hard at my guardian as if he were trying to learn a lesson from his face and slowly replied Ayther to character or to having been in his company and never left him all the night in question,9931,206,Mike,person
"Dickens, Charles",Great Expectations,Mike looked at his cap and looked at the floor and looked at the ceiling and looked at the clerk and even looked at me before beginning to reply in a nervous manner Weve dressed him up like when my guardian blustered out What,9934,210,Inn,person
"Dickens, Charles",Great Expectations,Mike looked at his cap and looked at the floor and looked at the ceiling and looked at the clerk and even looked at me before beginning to reply in a nervous manner Weve dressed him up like when my guardian blustered out What,9934,206,Mike,person
"Dickens, Charles",Great Expectations,After some helpless casting about Mike brightened and began again He is dressed like a spectable pieman,9938,206,Mike,person
"Dickens, Charles",Great Expectations,I left him said Mike a setting on some doorsteps round the corner,9942,206,Mike,person
"Dickens, Charles",Great Expectations,We all three went to it behind the wire blind and presently saw the client go by in an accidental manner with a murderouslooking tall individual in a short suit of white linen and a paper cap,9945,64,King,location
"Dickens, Charles",Great Expectations,We all three went to it behind the wire blind and presently saw the client go by in an accidental manner with a murderouslooking tall individual in a short suit of white linen and a paper cap,9945,109,King,person
"Dickens, Charles",Great Expectations,My guardian then took me into his own room and while he lunched standing from a sandwichbox and a pocketflask of sherry he seemed to bully his very sandwich as he ate it informed me what arrangements he had made for me,9948,205,Pocket,person
"Dickens, Charles",Great Expectations,I was to go to Barnards Inn to young Mr Pockets rooms where a bed had been sent in for my accommodation I was to remain with young Mr Pocket until Monday on Monday I was to go with him to his fathers house on a visit that I might try how I liked it,9949,43,Bar,location
"Dickens, Charles",Great Expectations,I was to go to Barnards Inn to young Mr Pockets rooms where a bed had been sent in for my accommodation I was to remain with young Mr Pocket until Monday on Monday I was to go with him to his fathers house on a visit that I might try how I liked it,9949,210,Inn,person
"Dickens, Charles",Great Expectations,I was to go to Barnards Inn to young Mr Pockets rooms where a bed had been sent in for my accommodation I was to remain with young Mr Pocket until Monday on Monday I was to go with him to his fathers house on a visit that I might try how I liked it,9949,174,Mr P,person
"Dickens, Charles",Great Expectations,I was to go to Barnards Inn to young Mr Pockets rooms where a bed had been sent in for my accommodation I was to remain with young Mr Pocket until Monday on Monday I was to go with him to his fathers house on a visit that I might try how I liked it,9949,213,Mr Pocket,person
"Dickens, Charles",Great Expectations,I was to go to Barnards Inn to young Mr Pockets rooms where a bed had been sent in for my accommodation I was to remain with young Mr Pocket until Monday on Monday I was to go with him to his fathers house on a visit that I might try how I liked it,9949,205,Pocket,person
"Dickens, Charles",Great Expectations,You will find your credit good Mr Pip said my guardian whose flask of sherry smelt like a whole caskful as he hastily refreshed himself but I shall by this means be able to check your bills and to pull you up if I find you outrunning the constable,9951,208,Bill,person
"Dickens, Charles",Great Expectations,You will find your credit good Mr Pip said my guardian whose flask of sherry smelt like a whole caskful as he hastily refreshed himself but I shall by this means be able to check your bills and to pull you up if I find you outrunning the constable,9951,174,Mr P,person
"Dickens, Charles",Great Expectations,You will find your credit good Mr Pip said my guardian whose flask of sherry smelt like a whole caskful as he hastily refreshed himself but I shall by this means be able to check your bills and to pull you up if I find you outrunning the constable,9951,203,Mr Pip,person
"Dickens, Charles",Great Expectations,You will find your credit good Mr Pip said my guardian whose flask of sherry smelt like a whole caskful as he hastily refreshed himself but I shall by this means be able to check your bills and to pull you up if I find you outrunning the constable,9951,195,Pip,person
"Dickens, Charles",Great Expectations,After I had pondered a little over this encouraging sentiment I asked Mr Jaggers if I could send for a coach,9953,201,Mr Jaggers,person
"Dickens, Charles",Great Expectations,He said it was not worth while I was so near my destination Wemmick should walk round with me if I pleased,9954,230,Wemmick,person
"Dickens, Charles",Great Expectations,I then found that Wemmick was the clerk in the next room,9955,230,Wemmick,person
"Dickens, Charles",Great Expectations,Another clerk was rung down from upstairs to take his place while he was out and I accompanied him into the street after shaking hands with my guardian,9956,64,King,location
"Dickens, Charles",Great Expectations,Another clerk was rung down from upstairs to take his place while he was out and I accompanied him into the street after shaking hands with my guardian,9956,109,King,person
"Dickens, Charles",Great Expectations,We found a new set of people lingering outside but Wemmick made a way among them by saying coolly yet decisively I tell you its no use he wont have a word to say to one of you and we soon got clear of them and went on side by side,9957,230,Wemmick,person
"Dickens, Charles",Great Expectations,Casting my eyes on Mr Wemmick as we went along to see what he was like in the light of day I found him to be a dry man rather short in stature with a square wooden face whose expression seemed to have been imperfectly chipped out with a dulledged chisel,9959,211,Mr Wemmick,person
"Dickens, Charles",Great Expectations,Casting my eyes on Mr Wemmick as we went along to see what he was like in the light of day I found him to be a dry man rather short in stature with a square wooden face whose expression seemed to have been imperfectly chipped out with a dulledged chisel,9959,230,Wemmick,person
"Dickens, Charles",Great Expectations,I judged him to be a bachelor from the frayed condition of his linen and he appeared to have sustained a good many bereavements for he wore at least four mourning rings besides a brooch representing a lady and a weeping willow at a tomb with an urn on it,9962,129,East,location
